"lat","lng","city"
42.35205,-72.71032,Leeds
42.47381,-72.48768,Leverett
42.19211,-72.45805,Ludlow
42.09118,-72.32392,Monson
42.32218,-72.63126,Northampton
42.32146,-72.69244,Florence
42.31962,-72.63951,Northampton
42.40742,-72.64032,North Hatfield
42.35125,-72.04776,Oakham
42.18798,-72.30578,Palmer
42.51958,-72.92504,Plainfield
42.16029,-72.8598,Russell
42.46327,-72.41893,Shutesbury
42.23084,-72.73856,Southampton
42.3837,-72.10021,South Barre
42.25672,-72.57928,South Hadley
42.05441,-72.77851,Southwick
42.18508,-72.33406,Thorndike
42.18228,-72.36515,Three Rivers
42.06232,-72.23085,Wales
42.29816,-72.27676,Ware
42.20652,-72.19906,Warren
42.38589,-72.88165,West Chesterfield
42.15375,-72.76961,Westfield
42.38981,-72.6465,West Hatfield
42.12532,-72.65025,West Springfield
42.20008,-72.23715,West Warren
42.44335,-72.65099,Whately
42.36481,-72.13548,Wheelwright
42.12763,-72.42994,Wilbraham
42.40968,-72.77213,Williamsburg
42.17722,-72.83175,Woronoco
42.39551,-72.94315,Worthington
42.10443,-72.58997,Springfield
42.13326,-72.56733,Springfield
42.09911,-72.57865,Springfield
42.04877,-72.57163,Longmeadow
42.12116,-72.60642,Springfield
42.0814,-72.55866,Springfield
42.11839,-72.54876,Springfield
42.09476,-72.5253,Springfield
42.12452,-72.51126,Springfield
42.09497,-72.48806,Springfield
42.1211,-72.4877,Springfield
42.10189,-72.59091,Springfield
42.15294,-72.50883,Indian Orchard
42.45614,-73.28114,Pittsfield
42.62686,-73.11873,Adams
42.06242,-73.32146,Ashley Falls
42.31118,-73.09835,Becket
42.50622,-73.19841,Berkshire
42.56385,-73.1512,Cheshire
42.47954,-73.15329,Dalton
42.29411,-73.35227,Glendale
42.18197,-73.34244,Great Barrington
42.43181,-73.07336,Hinsdale
42.26923,-73.37999,Housatonic
42.5529,-73.25373,Lanesborough
42.30072,-73.22553,Lee
42.37567,-73.26466,Lenox
42.3334,-73.24967,Lenox Dale
42.34752,-73.03467,Middlefield
42.10924,-73.27475,Mill River
42.19043,-73.21579,Monterey
42.69813,-73.09264,North Adams
42.20751,-73.1118,Otis
42.37972,-73.36608,Richmond
42.1068,-73.12213,Sandisfield
42.59627,-73.01958,Savoy
42.0976,-73.37241,Sheffield
42.09396,-73.46616,South Egremont
42.07316,-73.23282,Southfield
42.26663,-73.2712,South Lee
42.30433,-73.32013,Stockbridge
42.23997,-73.19686,Tyringham
42.30264,-73.39846,West Stockbridge
42.66593,-73.24209,Williamstown
42.51297,-73.04859,Windsor
42.62375,-72.60379,Greenfield
42.51772,-72.81556,Ashfield
42.56793,-72.18324,Athol
42.69512,-72.57731,Bernardston
42.5814,-72.80309,Buckland
42.61099,-72.88846,Charlemont
42.68805,-72.73205,Colrain
42.50734,-72.70221,Conway
42.54384,-72.6058,Deerfield
42.66766,-72.98822,Drury
42.60756,-72.42916,Erving
42.6706,-72.81323,Heath
42.56027,-72.51321,Lake Pleasant
42.56656,-72.47045,Millers Falls
42.72259,-72.98291,Monroe Bridge
42.54162,-72.52069,Montague
42.63282,-72.51136,Gill
42.45101,-72.33141,New Salem
42.67575,-72.446,Northfield
42.60449,-72.29263,Orange
42.48858,-72.18564,Petersham
42.69674,-72.91387,Rowe
42.67815,-72.18557,Royalston
42.59607,-72.72915,Shelburne Falls
42.47292,-72.61516,South Deerfield
42.46475,-72.55489,Sunderland
42.59273,-72.54591,Turners Falls
42.67711,-72.34057,Warwick
42.54149,-72.3989,Wendell
42.58675,-72.40264,Wendell Depot
42.58559,-71.81693,Fitchburg
42.66069,-71.9232,Ashburnham
42.67652,-71.82322,Ashby
42.56351,-71.57059,Ayer
42.53149,-71.61663,Devens
42.60579,-72.08958,Baldwinville
42.56028,-72.03583,East Templeton
42.58797,-71.98649,Gardner
42.61368,-71.56139,Groton
42.50005,-71.57754,Harvard
42.48378,-72.00514,Hubbardston
42.51961,-71.76583,Leominster
42.53503,-71.4891,Littleton
42.58994,-71.72036,Lunenburg
42.67126,-71.60429,Pepperell
42.57411,-71.6475,Shirley
42.55324,-72.06879,Templeton
42.66514,-71.69161,Townsend
42.55122,-71.90266,Westminster
42.67088,-71.7508,West Townsend
42.66675,-72.04902,Winchendon
42.19689,-71.84549,Auburn
42.38378,-71.63552,Berlin
42.0399,-71.53125,Blackstone
42.35633,-71.72123,Boylston
42.19364,-72.10441,Brookfield
42.13509,-71.96803,Charlton
42.4119,-71.68883,Clinton
42.20328,-72.04669,East Brookfield
42.0528,-71.75106,Douglas
42.11342,-72.11632,Fiskdale
42.20077,-71.67892,Grafton
42.33685,-71.85181,Holden
42.06012,-72.16592,Holland
42.38142,-71.87111,Jefferson
42.48176,-71.68079,Lancaster
42.24919,-71.91989,Leicester
42.09899,-71.64296,Linwood
42.19228,-71.77397,Millbury
42.03906,-71.57767,Millville
42.31929,-72.12794,New Braintree
42.32314,-71.64621,Northborough
42.13991,-71.64433,Northbridge
42.2695,-72.07794,North Brookfield
42.23189,-71.69219,North Grafton
42.16177,-71.89217,North Oxford
42.11649,-71.85819,Oxford
42.45649,-71.88128,Princeton
42.20241,-71.90995,Rochdale
42.38482,-71.96726,Rutland
42.28419,-71.71558,Shrewsbury
42.06039,-72.03377,Southbridge
42.17496,-71.67762,South Grafton
42.44581,-71.68845,South Lancaster
42.24715,-71.99189,Spencer
42.44124,-71.77297,Sterling
42.1047,-72.07745,Sturbridge
42.17694,-71.60516,Upton
42.05895,-71.63741,Uxbridge
42.05206,-71.8485,Webster
42.05501,-71.93519,Dudley
42.26815,-71.61402,Westborough
42.37034,-71.78502,West Boylston
42.23762,-72.16311,West Brookfield
42.11837,-71.66836,Whitinsville
42.13387,-71.75179,Sutton
42.27219,-71.84946,Worcester
42.24373,-71.84429,Worcester
42.25085,-71.7683,Worcester
42.28979,-71.78802,Worcester
42.31367,-71.79614,Worcester
42.22684,-71.79037,Worcester
42.2621,-71.80145,Worcester
42.28592,-71.82853,Worcester
42.24645,-71.80968,Worcester
42.23945,-71.87702,Cherry Valley
42.31037,-71.93095,Paxton
42.32195,-71.43796,Framingham
42.28242,-71.43428,Framingham
42.52165,-71.42983,Acton
42.48837,-71.51779,Boxborough
42.48397,-71.43809,Acton
42.25726,-71.46867,Ashland
42.4995,-71.27799,Bedford
42.46422,-71.28202,Hanscom Afb
42.43616,-71.60728,Bolton
42.53001,-71.35128,Carlisle
42.46221,-71.36504,Concord
42.29155,-71.50101,Fayville
42.19775,-71.44499,Holliston
42.12477,-71.535,Hopedale
42.2255,-71.53781,Hopkinton
42.38868,-71.54648,Hudson
42.3494,-71.54681,Marlborough
42.4264,-71.45607,Maynard
42.09301,-71.55146,Mendon
42.15723,-71.51978,Milford
42.28436,-71.34966,Natick
42.23416,-71.37532,Sherborn
42.30144,-71.5304,Southborough
42.42572,-71.31013,Lincoln
42.42983,-71.51146,Stow
42.38456,-71.42316,Sudbury
42.3583,-71.35895,Wayland
42.48694,-71.15415,Woburn
42.5028,-71.20147,Burlington
42.64669,-71.16517,Andover
42.54999,-71.25206,Billerica
42.59156,-71.35553,Chelmsford
42.68323,-71.30063,Dracut
42.67643,-71.50052,Dunstable
42.7959,-71.05323,Haverhill
42.79099,-71.13133,Haverhill
42.72409,-70.9821,Georgetown
42.75198,-71.01486,Groveland
42.75292,-71.08602,Haverhill
42.70695,-71.16014,Lawrence
42.71077,-71.16494,Lawrence
42.68985,-71.16095,Lawrence
42.73426,-71.18858,Methuen
42.67132,-71.08669,North Andover
42.65569,-71.30292,Lowell
42.62915,-71.33674,Lowell
42.63231,-71.29538,Lowell
42.64939,-71.34827,Lowell
42.83858,-71.01194,Merrimac
42.57427,-71.29437,North Billerica
42.63274,-71.39132,North Chelmsford
42.58156,-71.08759,North Reading
42.53505,-71.1055,Reading
42.61206,-71.22733,Tewksbury
42.66626,-71.42911,Tyngsboro
42.50348,-71.06559,Wakefield
42.58642,-71.44008,Westford
42.56091,-71.16541,Wilmington
42.45177,-71.14628,Winchester
42.46125,-70.94639,Lynn
42.4712,-70.93983,Lynn
42.49151,-70.97166,Lynn
42.46355,-70.9733,Lynn
42.46922,-71.01299,Saugus
42.47572,-70.90684,Swampscott
42.42856,-70.92614,Nahant
42.85297,-70.94459,Amesbury
42.56841,-70.8647,Beverly
42.6815,-71.01887,Boxford
42.75862,-70.91758,Byfield
42.57398,-70.94923,Danvers
42.63478,-70.77684,Essex
42.62605,-70.68966,Gloucester
42.58579,-70.98406,Hathorne
42.68568,-70.83989,Ipswich
42.53523,-71.03695,Lynnfield
42.58154,-70.76825,Manchester
42.49924,-70.86348,Marblehead
42.6043,-71.01641,Middleton
42.81237,-70.88785,Newburyport
42.77742,-70.85022,Newbury
42.84655,-70.86163,Salisbury
42.53374,-70.97222,Peabody
42.56294,-70.82996,Prides Crossing
42.65432,-70.62227,Rockport
42.72235,-70.88832,Rowley
42.51298,-70.90266,Salem
42.62669,-70.85789,South Hamilton
42.63728,-70.94251,Topsfield
42.60078,-70.8826,Wenham
42.7939,-70.96906,West Newbury
42.0777,-71.47407,Bellingham
42.17504,-71.12645,Canton
42.23603,-70.81906,Cohasset
42.24665,-71.1777,Dedham
42.2366,-71.28421,Dover
42.15489,-71.2155,East Walpole
42.06266,-71.24613,Foxboro
42.08622,-71.41126,Franklin
42.21678,-70.88494,Hingham
42.28437,-70.88266,Hull
42.14582,-70.69603,Humarock
42.01626,-71.21868,Mansfield
42.11443,-70.71487,Marshfield
42.1848,-71.30501,Medfield
42.15352,-71.42906,Medway
42.1693,-71.36261,Millis
42.11632,-71.32952,Norfolk
42.16075,-70.81772,Norwell
42.18563,-71.19464,Norwood
42.20129,-70.76155,Scituate
42.10778,-71.18183,Sharon
42.10392,-71.27002,South Walpole
42.1192,-71.10189,Stoughton
42.14689,-71.25916,Walpole
42.22024,-71.21057,Westwood
42.05129,-71.35522,Wrentham
42.35657,-71.06516,Boston
42.36498,-71.05277,Boston
42.35797,-71.05189,Boston
42.35067,-71.06054,Boston
42.36526,-71.05524,Boston
42.36337,-71.06686,Boston
42.34046,-71.09481,Boston
42.35105,-71.07638,Boston
42.33806,-71.07057,Boston
42.32405,-71.08522,Roxbury
42.33212,-71.09654,Roxbury Crossing
42.3057,-71.08693,Dorchester
42.29427,-71.05185,Dorchester
42.28583,-71.07114,Dorchester Center
42.31578,-71.0562,Dorchester
42.27588,-71.0918,Mattapan
42.33455,-71.03875,South Boston
42.37324,-71.01616,East Boston
42.37975,-71.06167,Charlestown
42.30823,-71.11515,Jamaica Plain
42.28392,-71.12468,Roslindale
42.27931,-71.16072,West Roxbury
42.35838,-71.06383,Boston
42.35855,-71.12931,Allston
42.34989,-71.15417,Brighton
42.25505,-71.12662,Hyde Park
42.37997,-71.13446,Cambridge
42.36224,-71.10253,Cambridge
42.39332,-71.13342,Cambridge
42.37041,-71.08218,Cambridge
42.36295,-71.08189,Cambridge
42.38142,-71.09677,Somerville
42.40088,-71.122,Somerville
42.39206,-71.0895,Somerville
42.43048,-71.05762,Malden
42.40643,-71.05446,Everett
42.39587,-71.03251,Chelsea
42.41887,-71.004,Revere
42.37724,-70.98115,Winthrop
42.42324,-71.10878,Medford
42.36717,-71.12509,Boston
42.23971,-71.01802,Quincy
42.26644,-71.01621,Quincy
42.28709,-71.02604,Quincy
42.45561,-71.05901,Melrose
42.47396,-71.09705,Stoneham
42.20386,-71.0022,Braintree
42.23854,-71.08464,Milton
42.20724,-70.95764,Weymouth
42.2111,-70.93135,East Weymouth
42.16625,-70.95253,South Weymouth
42.24434,-70.94378,North Weymouth
42.34748,-71.08199,Boston
42.36144,-71.05945,Boston
42.34935,-71.05564,Boston
42.34815,-71.03942,Boston
42.34741,-71.10276,Boston
42.07791,-71.04223,Brockton
42.08792,-70.99864,Brockton
42.12666,-71.04922,Avon
41.97272,-70.97498,Bridgewater
41.98875,-70.96449,Bridgewater
41.87388,-70.7563,Carver
42.04651,-70.71388,Duxbury
42.03521,-70.94235,East Bridgewater
41.99138,-70.86326,Halifax
42.12241,-70.85665,Hanover
42.05604,-70.87251,Hanson
42.14733,-71.00484,Holbrook
41.88034,-70.87446,Middleboro
41.83101,-70.9594,Lakeville
42.02043,-70.84562,Monponsett
42.11805,-70.95905,Abington
42.05519,-71.12071,North Easton
42.06224,-71.07751,North Easton
42.06547,-70.8014,Pembroke
41.87817,-70.63089,Plymouth
41.98616,-70.74823,Kingston
41.84868,-70.6613,South Carver
41.96345,-70.80975,Plympton
42.17506,-71.05011,Randolph
42.1295,-70.91002,Rockland
42.01954,-71.10381,South Easton
42.02139,-71.0267,West Bridgewater
42.08,-70.93993,Whitman
42.45821,-71.21762,Lexington
42.438,-71.23922,Lexington
42.32581,-71.13319,Brookline
42.3435,-71.12179,Brookline
42.39859,-71.2573,Waltham
42.39365,-71.2202,Waltham
42.36918,-71.24101,Waltham
42.29777,-71.26887,Babson Park
42.35294,-71.18763,Newton
42.31515,-71.19174,Newton Center
42.35206,-71.20835,Newtonville
42.31693,-71.20875,Newton Highlands
42.33102,-71.25599,Newton Lower Falls
42.31274,-71.21981,Newton Upper Falls
42.34969,-71.22646,West Newton
42.34541,-71.24759,Auburndale
42.31725,-71.16096,Chestnut Hill
42.32777,-71.23142,Waban
42.37,-71.17713,Watertown
42.42053,-71.15666,Arlington
42.41597,-71.17437,Arlington
42.39602,-71.17955,Belmont
42.31064,-71.27779,Wellesley Hills
42.29455,-71.29859,Wellesley
42.27615,-71.24387,Needham
42.35893,-71.30009,Weston
42.29959,-71.2317,Needham Heights
41.75111,-70.59713,Buzzards Bay
41.66626,-70.61628,Cataumet
41.34896,-70.74629,Chilmark
41.59706,-70.56677,East Falmouth
41.72882,-70.44317,East Sandwich
41.77872,-70.65077,East Wareham
41.37994,-70.53227,Edgartown
41.57128,-70.62807,Falmouth
41.70194,-70.54824,Buzzards Bay
41.48731,-70.74525,Woods Hole
41.71297,-70.62011,Monument Beach
41.28555,-70.08043,Nantucket
41.63903,-70.62521,North Falmouth
41.44218,-70.56648,Oak Bluffs
41.74453,-70.65377,Onset
41.69237,-70.61374,Pocasset
41.76782,-70.53281,Sagamore
41.78753,-70.52746,Sagamore Beach
41.71995,-70.4818,Sandwich
41.26552,-69.98608,Siasconset
41.44341,-70.61534,Vineyard Haven
41.76184,-70.70138,Wareham
41.39651,-70.65496,West Tisbury
41.77807,-70.76338,West Wareham
41.25753,-70.00522,Nantucket
41.66,-70.29327,Hyannis
41.69674,-70.3052,Barnstable
41.74673,-70.06894,Brewster
41.66074,-70.34826,Centerville
41.68949,-69.97397,Chatham
41.62348,-70.44051,Cotuit
41.70493,-70.27245,Cummaquid
41.73225,-70.19459,Dennis
41.66639,-70.13535,Dennis Port
41.75221,-70.15176,East Dennis
41.83976,-69.97711,Eastham
41.75534,-69.94002,East Orleans
41.68361,-70.51202,Forestdale
41.70352,-70.06215,Harwich
41.67103,-70.07144,Harwich Port
41.63127,-70.30909,Hyannis Port
41.67237,-70.41545,Marstons Mills
41.61778,-70.49077,Mashpee
41.7036,-69.96589,North Chatham
42.0428,-70.09276,North Truro
41.76901,-69.9737,Orleans
41.62972,-70.39263,Osterville
42.06139,-70.19813,Provincetown
41.68258,-70.02234,South Chatham
41.70828,-70.15517,South Dennis
41.90576,-69.989,South Wellfleet
41.67486,-70.19446,South Yarmouth
41.98817,-70.04603,Truro
41.92937,-70.02074,Wellfleet
41.70713,-70.36246,West Barnstable
41.66,-70.17098,West Dennis
41.66938,-70.11087,West Harwich
41.6357,-70.31878,West Hyannisport
41.6557,-70.24447,West Yarmouth
41.70401,-70.22883,Yarmouth Port
41.78452,-71.06112,Assonet
41.93108,-71.29499,Attleboro
41.42818,-70.89102,Cuttyhunk
41.81681,-71.15064,Dighton
41.75405,-70.98312,East Freetown
41.86902,-71.01128,East Taunton
41.63945,-70.87322,Fairhaven
41.73095,-71.10932,Fall River
41.67451,-71.14869,Fall River
41.69237,-71.1309,Fall River
41.68372,-71.17949,Fall River
41.71253,-71.18426,Somerset
41.76073,-71.14444,Somerset
41.7092,-70.76362,Marion
41.6687,-70.81705,Mattapoisett
41.63802,-70.93839,New Bedford
41.71323,-70.90054,Acushnet
41.60789,-70.91286,New Bedford
41.70284,-70.94695,New Bedford
41.66474,-70.945,New Bedford
41.6577,-71.01202,North Dartmouth
41.56096,-70.97963,South Dartmouth
41.97004,-71.33586,North Attleboro
42.01409,-71.33642,Plainville
41.96666,-71.30743,Attleboro Falls
41.8562,-71.16022,North Dighton
41.96402,-71.18418,Norton
41.93939,-71.05191,Raynham
41.84394,-71.24559,Rehoboth
41.75875,-70.84048,Rochester
41.83787,-71.31736,Seekonk
41.75699,-71.21208,Swansea
41.83492,-71.07543,Berkley
41.90743,-71.11939,Taunton
41.59967,-71.08266,Westport
41.52262,-71.08266,Westport Point
41.95221,-71.4559,Albion
41.43546,-71.77196,Ashaway
41.7443,-71.31453,Barrington
41.17762,-71.57854,Block Island
41.40606,-71.74802,Bradford
41.68266,-71.26938,Bristol
41.47625,-71.66094,Carolina
41.3971,-71.67003,Charlestown
41.89959,-71.69888,Chepachet
41.77723,-71.66177,Clayville
41.69035,-71.61954,Coventry
41.6291,-71.66711,West Greenwich
41.64214,-71.49307,East Greenwich
41.56736,-71.63348,Exeter
41.73328,-71.54479,Fiskeville
41.99934,-71.56322,Forestdale
41.78212,-71.72596,Foster
41.98248,-71.64539,Glendale
41.69792,-71.73847,Greene
41.87672,-71.56065,Greenville
41.89377,-71.59129,Harmony
41.98016,-71.6484,Harrisville
41.74461,-71.58442,Hope
41.50469,-71.72807,Hope Valley
41.48117,-71.77787,Hopkinton
41.51479,-71.37742,Jamestown
41.45145,-71.62027,Kenyon
41.51524,-71.16455,Little Compton
41.96552,-71.47628,Manville
41.9433,-71.64581,Mapleville
41.47838,-71.31993,Newport
41.51261,-71.32522,Newport
41.51739,-71.27667,Middletown
41.58809,-71.46094,North Kingstown
41.82705,-71.63083,North Scituate
41.96354,-71.64893,Oakland
41.9665,-71.7464,Pascoag
41.87036,-71.38855,Pawtucket
41.87863,-71.35228,Pawtucket
41.89005,-71.39336,Central Falls
41.97025,-71.41978,Cumberland
41.91251,-71.44822,Lincoln
41.58384,-71.2564,Portsmouth
41.61718,-71.32886,Prudence Island
41.5257,-71.77734,Rockville
41.51543,-71.46985,Saunderstown
41.46052,-71.63848,Shannock
41.99801,-71.58301,Slatersville
41.60905,-71.17413,Tiverton
41.42865,-71.53837,Wakefield
41.4825,-71.52694,Kingston
41.4253,-71.46816,Narragansett
41.72821,-71.26287,Warren
41.70493,-71.45892,Warwick
41.74909,-71.41123,Warwick
41.70602,-71.39106,Warwick
41.36043,-71.79429,Westerly
41.50226,-71.60174,West Kingston
41.69856,-71.51566,West Warwick
41.44761,-71.69759,Wood River Junction
42.00103,-71.49923,Woonsocket
41.97285,-71.55027,North Smithfield
41.52184,-71.67166,Wyoming
41.81902,-71.41003,Providence
41.86058,-71.43539,Providence
41.78769,-71.39886,Providence
41.83964,-71.38963,Providence
41.79867,-71.42581,Providence
41.83877,-71.43926,Providence
41.81825,-71.45078,Providence
41.77552,-71.43564,Cranston
41.85467,-71.47325,North Providence
41.82783,-71.39959,Providence
41.81326,-71.36608,East Providence
41.77725,-71.34906,Riverside
41.84438,-71.35258,Rumford
41.90615,-71.52365,Smithfield
41.84386,-71.43499,Providence
41.82733,-71.52002,Johnston
41.76719,-71.4655,Cranston
41.76292,-71.51571,Cranston
42.87056,-71.60683,Amherst
42.99063,-71.34383,Auburn
42.74643,-71.67054,Brookline
43.06269,-71.31106,Candia
42.96719,-71.25083,Chester
43.1395,-71.2535,Deerfield
42.88867,-71.27932,Derry
43.05009,-71.07467,Epping
42.99581,-71.81514,Francestown
42.98899,-71.12494,Fremont
43.01994,-71.57035,Goffstown
43.10178,-71.60548,Dunbarton
42.94029,-71.87053,Greenfield
42.74668,-71.76268,Greenville
42.7494,-71.58338,Hollis
42.76394,-71.40716,Hudson
42.84302,-71.455,Litchfield
42.87927,-71.38702,Londonderry
42.85471,-71.51878,Merrimack
42.81783,-71.67361,Milford
42.90265,-71.6861,Mont Vernon
42.74135,-71.45936,Nashua
42.72212,-71.49556,Nashua
42.7795,-71.51939,Nashua
42.77886,-71.47466,Nashua
42.97702,-71.68664,New Boston
42.74892,-71.8747,New Ipswich
42.73354,-71.324,Pelham
43.03219,-71.19945,Raymond
42.79023,-71.22024,Salem
42.90197,-71.77545,Lyndeborough
42.82856,-71.85495,Temple
42.82741,-71.76967,Wilton
42.80758,-71.29945,Windham
42.98881,-71.4659,Manchester
43.00797,-71.49134,Manchester
42.95536,-71.44463,Manchester
43.00926,-71.4411,Manchester
43.07097,-71.43651,Hooksett
42.96594,-71.40167,Manchester
42.94065,-71.53023,Bedford
44.03605,-71.48109,Waterville Valley
43.44656,-71.79374,Andover
43.71492,-71.63033,Ashland
43.33465,-71.28803,Barnstead
43.46793,-71.4758,Belmont
43.25482,-71.96122,Bradford
43.62895,-71.78234,Bristol
43.84784,-71.67597,Campton
43.35171,-71.54691,Canterbury
43.36001,-71.23828,Center Barnstead
43.70259,-71.51086,Center Harbor
43.81419,-71.45712,Center Sandwich
43.19792,-71.69677,Contoocook
43.52685,-71.8622,Danbury
43.45555,-71.75551,East Andover
43.42325,-71.93322,Elkins
43.21484,-71.33914,Epsom
43.44831,-71.67208,Franklin
43.42997,-71.38233,Gilmanton
43.98168,-71.88701,Glencliff
43.57599,-71.97221,Grafton
43.71149,-71.81915,Hebron
43.17365,-71.8224,Henniker
43.5276,-71.7644,Hill
43.11822,-71.9192,Hillsborough
43.75026,-71.58852,Holderness
43.57239,-71.4775,Laconia
43.55806,-71.38505,Gilford
44.0796,-71.65276,Lincoln
43.63193,-71.49749,Meredith
43.72505,-71.37782,Moultonborough
43.3149,-72.02795,Newbury
43.62425,-71.63514,New Hampton
43.41768,-71.99101,New London
43.25744,-71.39956,Chichester
43.87921,-71.44527,North Sandwich
43.36016,-71.92457,North Sutton
43.21322,-71.20966,Northwood
43.99885,-71.73813,North Woodstock
43.29483,-71.31133,Pittsfield
43.72967,-71.71159,Plymouth
43.79407,-71.89035,Rumney
43.38505,-71.7574,Salisbury
